"Jahr","Studie","Label","Wert","UKI","OKI","Fallzahl","var","Geschlecht","Bildung","Altersgruppe","Region","Fallzahl_gesamt","typ","stand","var_label","Indikator","Kennzahl","Standardisierung","Achsenbeschriftung","cut","Farbcode","Legende"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",21.12,20.03,22.26,2281,"PAadi","Gesamt","Gesamt","65-79 Jahre","Deutschland",12109,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",15.59,14.12,17.19,657,"PAadi","Gesamt","Gesamt",">=80 Jahre","Deutschland",5351,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",2.78,1.68,4.54,20,"PAadi","Männlich","Gesamt","18-29 Jahre","Deutschland",573,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",12.26,10.27,14.58,150,"PAadi","Männlich","Gesamt","30-44 Jahre","Deutschland",1363,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",18.72,16.22,21.5,222,"PAadi","Männlich","Gesamt","45-64 Jahre","Deutschland",1340,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",15.63,12.15,19.87,74,"PAadi","Männlich","Gesamt","65-79 Jahre","Deutschland",515,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",4.68,1.33,15.21,3,"PAadi","Männlich","Gesamt",">=80 Jahre","Deutschland",45,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",2.98,1.68,5.23,17,"PAadi","Weiblich","Gesamt","18-29 Jahre","Deutschland",607,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",8.32,6.76,10.21,106,"PAadi","Weiblich","Gesamt","30-44 Jahre","Deutschland",1466,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",18.58,16.24,21.18,240,"PAadi","Weiblich","Gesamt","45-64 Jahre","Deutschland",1568,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",16.65,13.34,20.58,94,"PAadi","Weiblich","Gesamt","65-79 Jahre","Deutschland",578,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",18.35,10.19,30.81,12,"PAadi","Weiblich","Gesamt",">=80 Jahre","Deutschland",91,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2006,"GSTel06","Adipositas (BMI >= 30)",7.79,5.52,10.87,38,"PAadi","Männlich","Gesamt","18-29 Jahre","Deutschland",474,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2006,"GSTel06","Adipositas (BMI >= 30)",16.55,13.99,19.47,128,"PAadi","Männlich","Gesamt","30-44 Jahre","Deutschland",790,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2006,"GSTel06","Adipositas (BMI >= 30)",25.64,22.64,28.89,217,"PAadi","Männlich","Gesamt","45-64 Jahre","Deutschland",840,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2006,"GSTel06","Adipositas (BMI >= 30)",28.67,23.98,33.87,95,"PAadi","Männlich","Gesamt","65-79 Jahre","Deutschland",337,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2006,"GSTel06","Adipositas (BMI >= 30)",11.59,2.76,37.72,2,"PAadi","Männlich","Gesamt",">=80 Jahre","Deutschland",15,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2006,"GSTel06","Adipositas (BMI >= 30)",7.69,5.53,10.59,35,"PAadi","Weiblich","Gesamt","18-29 Jahre","Deutschland",475,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2006,"GSTel06","Adipositas (BMI >= 30)",12.08,10.17,14.28,131,"PAadi","Weiblich","Gesamt","30-44 Jahre","Deutschland",1090,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2006,"GSTel06","Adipositas (BMI >= 30)",23.93,21.09,27.03,225,"PAadi","Weiblich","Gesamt","45-64 Jahre","Deutschland",1016,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2006,"GSTel06","Adipositas (BMI >= 30)",32.32,27.61,37.42,127,"PAadi","Weiblich","Gesamt","65-79 Jahre","Deutschland",378,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2006,"GSTel06","Adipositas (BMI >= 30)",27.69,16.67,42.29,13,"PAadi","Weiblich","Gesamt",">=80 Jahre","Deutschland",50,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2009,"GEDA09","Adipositas (BMI >= 30)",7.08,5.66,8.83,116,"PAadi","Männlich","Gesamt","18-29 Jahre","Deutschland",1810,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2009,"GEDA09","Adipositas (BMI >= 30)",12.92,11.27,14.78,287,"PAadi","Männlich","Gesamt","30-44 Jahre","Deutschland",2426,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2009,"GEDA09","Adipositas (BMI >= 30)",21.11,19.26,23.1,591,"PAadi","Männlich","Gesamt","45-64 Jahre","Deutschland",3139,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2009,"GEDA09","Adipositas (BMI >= 30)",22.18,19.34,25.3,273,"PAadi","Männlich","Gesamt","65-79 Jahre","Deutschland",1482,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2009,"GEDA09","Adipositas (BMI >= 30)",14.03,8.42,22.47,27,"PAadi","Männlich","Gesamt",">=80 Jahre","Deutschland",204,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2009,"GEDA09","Adipositas (BMI >= 30)",5.45,4.32,6.84,96,"PAadi","Weiblich","Gesamt","18-29 Jahre","Deutschland",1892,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2009,"GEDA09","Adipositas (BMI >= 30)",11.65,10.23,13.24,332,"PAadi","Weiblich","Gesamt","30-44 Jahre","Deutschland",3442,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2009,"GEDA09","Adipositas (BMI >= 30)",18.77,17.18,20.47,653,"PAadi","Weiblich","Gesamt","45-64 Jahre","Deutschland",4188,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2009,"GEDA09","Adipositas (BMI >= 30)",23.14,20.52,25.98,375,"PAadi","Weiblich","Gesamt","65-79 Jahre","Deutschland",1906,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2009,"GEDA09","Adipositas (BMI >= 30)",16.01,11.25,22.27,41,"PAadi","Weiblich","Gesamt",">=80 Jahre","Deutschland",349,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2010,"GEDA10","Adipositas (BMI >= 30)",5.4,4.26,6.82,97,"PAadi","Männlich","Gesamt","18-29 Jahre","Deutschland",1792,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2010,"GEDA10","Adipositas (BMI >= 30)",15.73,13.94,17.71,346,"PAadi","Männlich","Gesamt","30-44 Jahre","Deutschland",2527,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2010,"GEDA10","Adipositas (BMI >= 30)",21.11,19.32,23.01,632,"PAadi","Männlich","Gesamt","45-64 Jahre","Deutschland",3327,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2010,"GEDA10","Adipositas (BMI >= 30)",18.47,15.93,21.31,267,"PAadi","Männlich","Gesamt","65-79 Jahre","Deutschland",1641,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2010,"GEDA10","Adipositas (BMI >= 30)",9.98,6.35,15.34,27,"PAadi","Männlich","Gesamt",">=80 Jahre","Deutschland",200,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2010,"GEDA10","Adipositas (BMI >= 30)",5.46,4.34,6.85,95,"PAadi","Weiblich","Gesamt","18-29 Jahre","Deutschland",1949,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2010,"GEDA10","Adipositas (BMI >= 30)",12.94,11.49,14.53,368,"PAadi","Weiblich","Gesamt","30-44 Jahre","Deutschland",3438,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2010,"GEDA10","Adipositas (BMI >= 30)",18.24,16.77,19.8,706,"PAadi","Weiblich","Gesamt","45-64 Jahre","Deutschland",4504,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2010,"GEDA10","Adipositas (BMI >= 30)",21.37,18.8,24.19,334,"PAadi","Weiblich","Gesamt","65-79 Jahre","Deutschland",1870,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2010,"GEDA10","Adipositas (BMI >= 30)",19.04,14.06,25.28,59,"PAadi","Weiblich","Gesamt",">=80 Jahre","Deutschland",343,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2012,"GEDA12","Adipositas (BMI >= 30)",7.58,5.92,9.67,96,"PAadi","Männlich","Gesamt","18-29 Jahre","Deutschland",1394,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2012,"GEDA12","Adipositas (BMI >= 30)",16.45,14.14,19.06,289,"PAadi","Männlich","Gesamt","30-44 Jahre","Deutschland",2028,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2012,"GEDA12","Adipositas (BMI >= 30)",19.86,18.07,21.79,724,"PAadi","Männlich","Gesamt","45-64 Jahre","Deutschland",3574,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2012,"GEDA12","Adipositas (BMI >= 30)",19.79,17.2,22.66,358,"PAadi","Männlich","Gesamt","65-79 Jahre","Deutschland",1935,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2012,"GEDA12","Adipositas (BMI >= 30)",14.53,9.35,21.89,37,"PAadi","Männlich","Gesamt",">=80 Jahre","Deutschland",289,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2012,"GEDA12","Adipositas (BMI >= 30)",5.42,3.88,7.52,58,"PAadi","Weiblich","Gesamt","18-29 Jahre","Deutschland",1184,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2012,"GEDA12","Adipositas (BMI >= 30)",12.08,10.24,14.21,220,"PAadi","Weiblich","Gesamt","30-44 Jahre","Deutschland",2106,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2012,"GEDA12","Adipositas (BMI >= 30)",18.89,16.98,20.97,589,"PAadi","Weiblich","Gesamt","45-64 Jahre","Deutschland",3528,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2012,"GEDA12","Adipositas (BMI >= 30)",22.75,20.26,25.45,478,"PAadi","Weiblich","Gesamt","65-79 Jahre","Deutschland",2309,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2012,"GEDA12","Adipositas (BMI >= 30)",20.94,16.15,26.69,102,"PAadi","Weiblich","Gesamt",">=80 Jahre","Deutschland",555,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",8.88,7.24,10.84,123,"PAadi","Männlich","Gesamt","18-29 Jahre","Deutschland",1574,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",17.34,15.44,19.42,361,"PAadi","Männlich","Gesamt","30-44 Jahre","Deutschland",2252,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",21.89,20.4,23.46,849,"PAadi","Männlich","Gesamt","45-64 Jahre","Deutschland",4056,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",22.31,20.33,24.42,498,"PAadi","Männlich","Gesamt","65-79 Jahre","Deutschland",2360,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",14.42,10.95,18.77,75,"PAadi","Männlich","Gesamt",">=80 Jahre","Deutschland",543,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",9.68,8.21,11.38,196,"PAadi","Weiblich","Gesamt","18-29 Jahre","Deutschland",2282,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",17.28,15.57,19.14,461,"PAadi","Weiblich","Gesamt","30-44 Jahre","Deutschland",3031,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",19.64,18.33,21.03,899,"PAadi","Weiblich","Gesamt","45-64 Jahre","Deutschland",4854,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",21.91,19.95,24.01,497,"PAadi","Weiblich","Gesamt","65-79 Jahre","Deutschland",2298,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",19.03,15.19,23.58,90,"PAadi","Weiblich","Gesamt",">=80 Jahre","Deutschland",541,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2019,"GEDA2019","Adipositas (BMI >= 30)",9.42,7.23,12.19,95,"PAadi","Männlich","Gesamt","18-29 Jahre","Deutschland",1180,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2019,"GEDA2019","Adipositas (BMI >= 30)",18.89,16.42,21.63,307,"PAadi","Männlich","Gesamt","30-44 Jahre","Deutschland",1858,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2019,"GEDA2019","Adipositas (BMI >= 30)",23.52,21.51,25.67,867,"PAadi","Männlich","Gesamt","45-64 Jahre","Deutschland",4119,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2019,"GEDA2019","Adipositas (BMI >= 30)",21.52,19.17,24.07,554,"PAadi","Männlich","Gesamt","65-79 Jahre","Deutschland",2739,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2019,"GEDA2019","Adipositas (BMI >= 30)",14.2,10.31,19.23,92,"PAadi","Männlich","Gesamt",">=80 Jahre","Deutschland",774,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2019,"GEDA2019","Adipositas (BMI >= 30)",9.81,7.37,12.95,75,"PAadi","Weiblich","Gesamt","18-29 Jahre","Deutschland",893,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2019,"GEDA2019","Adipositas (BMI >= 30)",14.24,12.15,16.62,241,"PAadi","Weiblich","Gesamt","30-44 Jahre","Deutschland",1864,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2019,"GEDA2019","Adipositas (BMI >= 30)",23.12,21.27,25.07,885,"PAadi","Weiblich","Gesamt","45-64 Jahre","Deutschland",4745,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2019,"GEDA2019","Adipositas (BMI >= 30)",24.33,21.98,26.86,614,"PAadi","Weiblich","Gesamt","65-79 Jahre","Deutschland",3246,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2019,"GEDA2019","Adipositas (BMI >= 30)",18.52,14.95,22.72,145,"PAadi","Weiblich","Gesamt",">=80 Jahre","Deutschland",996,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2021,"GEDA2021","Adipositas (BMI >= 30)",5.52,2.51,11.7,10,"PAadi","Männlich","Gesamt","18-29 Jahre","Deutschland",155,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2021,"GEDA2021","Adipositas (BMI >= 30)",11.27,6.85,17.99,32,"PAadi","Männlich","Gesamt","30-44 Jahre","Deutschland",247,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2021,"GEDA2021","Adipositas (BMI >= 30)",21.8,17.05,27.44,106,"PAadi","Männlich","Gesamt","45-64 Jahre","Deutschland",549,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2021,"GEDA2021","Adipositas (BMI >= 30)",14.28,10.06,19.88,61,"PAadi","Männlich","Gesamt","65-79 Jahre","Deutschland",331,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2021,"GEDA2021","Adipositas (BMI >= 30)",14.75,8.49,24.4,16,"PAadi","Männlich","Gesamt",">=80 Jahre","Deutschland",131,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2021,"GEDA2021","Adipositas (BMI >= 30)",7.82,2.66,20.81,5,"PAadi","Weiblich","Gesamt","18-29 Jahre","Deutschland",100,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2021,"GEDA2021","Adipositas (BMI >= 30)",10.57,6.68,16.33,31,"PAadi","Weiblich","Gesamt","30-44 Jahre","Deutschland",258,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2021,"GEDA2021","Adipositas (BMI >= 30)",18.9,14.83,23.78,108,"PAadi","Weiblich","Gesamt","45-64 Jahre","Deutschland",583,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2021,"GEDA2021","Adipositas (BMI >= 30)",26.38,20.33,33.48,90,"PAadi","Weiblich","Gesamt","65-79 Jahre","Deutschland",415,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2021,"GEDA2021","Adipositas (BMI >= 30)",17.54,10.18,28.52,25,"PAadi","Weiblich","Gesamt",">=80 Jahre","Deutschland",172,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",11.66,9.81,13.8,196,"PAadi","Männlich","Gesamt","18-29 Jahre","Deutschland",1960,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",19.82,17.8,22,559,"PAadi","Männlich","Gesamt","30-44 Jahre","Deutschland",3321,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",24.71,23.22,26.26,1667,"PAadi","Männlich","Gesamt","45-64 Jahre","Deutschland",7423,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",20.19,18.61,21.87,1022,"PAadi","Männlich","Gesamt","65-79 Jahre","Deutschland",5344,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",14.26,12.04,16.82,273,"PAadi","Männlich","Gesamt",">=80 Jahre","Deutschland",2298,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",10.6,8.66,12.92,134,"PAadi","Weiblich","Gesamt","18-29 Jahre","Deutschland",1478,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",17.69,15.77,19.79,448,"PAadi","Weiblich","Gesamt","30-44 Jahre","Deutschland",3297,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",21.77,20.44,23.16,1625,"PAadi","Weiblich","Gesamt","45-64 Jahre","Deutschland",9042,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",21.96,20.48,23.51,1259,"PAadi","Weiblich","Gesamt","65-79 Jahre","Deutschland",6765,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",16.46,14.56,18.56,384,"PAadi","Weiblich","Gesamt",">=80 Jahre","Deutschland",3053,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",18,15.59,20.7,210,"PAadi","Männlich","Einfache Bildung","Alle Altersgruppen","Deutschland",1155,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",10.37,8.72,12.3,163,"PAadi","Männlich","Mittlere Bildung","Alle Altersgruppen","Deutschland",1583,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",9.33,7.52,11.52,93,"PAadi","Männlich","Höhere Bildung","Alle Altersgruppen","Deutschland",1025,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",18.5,16.06,21.22,227,"PAadi","Weiblich","Einfache Bildung","Alle Altersgruppen","Deutschland",1271,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",9.48,8.11,11.06,196,"PAadi","Weiblich","Mittlere Bildung","Alle Altersgruppen","Deutschland",2260,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2002,"GSTel03","Adipositas (BMI >= 30)",5.88,4.25,8.07,41,"PAadi","Weiblich","Höhere Bildung","Alle Altersgruppen","Deutschland",692,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
2006,"GSTel06","Adipositas (BMI >= 30)",24.98,21.68,28.59,165,"PAadi","Männlich","Einfache Bildung","Alle Altersgruppen","Deutschland",675,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA
