"Studien_jahr","Studie","Label","Wert","Wert_low","Wert_upp","n","var","sex","SDcasmin","agegr","bula","Fallzahl_gesamt","typ","stand","var_label","Indikator","Substrata"
2006,"GSTel06","Adipositas (BMI >= 30)",0.1768,0.1099,0.272,19,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.1816,0.147,0.2222,86,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.0822,0.0298,0.2067,4,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.2,0.1764,0.2259,236,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.2248,0.1824,0.2737,81,"PAadi","Gesamt","Gesamt","Gesamt","Hessen",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.2096,0.1604,0.2689,51,"PAadi","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.1702,0.1396,0.2059,101,"PAadi","Gesamt","Gesamt","Gesamt","Baden-Württemberg",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.1903,0.1617,0.2227,142,"PAadi","Gesamt","Gesamt","Gesamt","Bayern",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.1656,0.0936,0.2761,12,"PAadi","Gesamt","Gesamt","Gesamt","Saarland",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.1775,0.1345,0.2305,47,"PAadi","Gesamt","Gesamt","Gesamt","Berlin",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.2793,0.2158,0.353,48,"PAadi","Gesamt","Gesamt","Gesamt","Brandenburg",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.2407,0.1677,0.3328,27,"PAadi","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.2051,0.1552,0.2659,45,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.2928,0.2156,0.384,34,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2006,"GSTel06","Adipositas (BMI >= 30)",0.2689,0.1989,0.3527,38,"PAadi","Gesamt","Gesamt","Gesamt","Thüringen",5465,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1663,0.1325,0.2066,96,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1185,0.0841,0.1644,48,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1621,0.141,0.1856,284,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.0377,0.0193,0.0723,12,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1733,0.1582,0.1895,685,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1315,0.1104,0.1558,177,"PAadi","Gesamt","Gesamt","Gesamt","Hessen",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1764,0.1457,0.212,159,"PAadi","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1454,0.1262,0.167,287,"PAadi","Gesamt","Gesamt","Gesamt","Baden-Württemberg",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1549,0.1372,0.1746,378,"PAadi","Gesamt","Gesamt","Gesamt","Bayern",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1744,0.1168,0.2523,38,"PAadi","Gesamt","Gesamt","Gesamt","Saarland",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1502,0.1217,0.1839,121,"PAadi","Gesamt","Gesamt","Gesamt","Berlin",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1968,0.1588,0.2414,119,"PAadi","Gesamt","Gesamt","Gesamt","Brandenburg",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.18,0.1344,0.2368,58,"PAadi","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1437,0.1162,0.1766,128,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1938,0.1542,0.2407,101,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2009,"GEDA09","Adipositas (BMI >= 30)",0.1942,0.1552,0.2401,100,"PAadi","Gesamt","Gesamt","Gesamt","Thüringen",20838,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.14,0.1103,0.176,102,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1202,0.0888,0.1607,62,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.173,0.1521,0.1961,319,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1605,0.0978,0.2523,24,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1603,0.1461,0.1756,643,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1597,0.1367,0.1857,228,"PAadi","Gesamt","Gesamt","Gesamt","Hessen",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1721,0.1433,0.2052,168,"PAadi","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1393,0.1216,0.1591,315,"PAadi","Gesamt","Gesamt","Gesamt","Baden-Württemberg",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1522,0.1357,0.1702,434,"PAadi","Gesamt","Gesamt","Gesamt","Bayern",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1162,0.0686,0.19,23,"PAadi","Gesamt","Gesamt","Gesamt","Saarland",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1417,0.1123,0.1771,114,"PAadi","Gesamt","Gesamt","Gesamt","Berlin",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1939,0.1578,0.2359,131,"PAadi","Gesamt","Gesamt","Gesamt","Brandenburg",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1881,0.1412,0.2461,63,"PAadi","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1547,0.1249,0.19,118,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.2059,0.1642,0.255,90,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2010,"GEDA10","Adipositas (BMI >= 30)",0.1778,0.1403,0.2226,97,"PAadi","Gesamt","Gesamt","Gesamt","Thüringen",21591,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1584,0.1179,0.2094,66,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.149,0.0989,0.2182,37,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1685,0.145,0.195,239,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.164,0.0862,0.2898,16,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1653,0.1456,0.1872,369,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.157,0.1338,0.1833,220,"PAadi","Gesamt","Gesamt","Gesamt","Hessen",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1834,0.15,0.2222,149,"PAadi","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1318,0.1143,0.1515,312,"PAadi","Gesamt","Gesamt","Gesamt","Baden-Württemberg",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1628,0.1433,0.1844,391,"PAadi","Gesamt","Gesamt","Gesamt","Bayern",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1695,0.1218,0.2309,65,"PAadi","Gesamt","Gesamt","Gesamt","Saarland",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1432,0.116,0.1755,130,"PAadi","Gesamt","Gesamt","Gesamt","Berlin",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1695,0.1442,0.1982,218,"PAadi","Gesamt","Gesamt","Gesamt","Brandenburg",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.2435,0.195,0.2995,101,"PAadi","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1967,0.174,0.2215,339,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.2123,0.1758,0.254,137,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2012,"GEDA12","Adipositas (BMI >= 30)",0.1743,0.1459,0.2069,162,"PAadi","Gesamt","Gesamt","Gesamt","Thüringen",18902,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.2013,0.1715,0.2349,179,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.131,0.1082,0.1577,120,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1923,0.1725,0.2138,371,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1838,0.1524,0.2199,140,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1817,0.168,0.1961,657,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.2033,0.179,0.2299,255,"PAadi","Gesamt","Gesamt","Gesamt","Hessen",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1906,0.1634,0.2211,169,"PAadi","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.158,0.1419,0.1756,371,"PAadi","Gesamt","Gesamt","Gesamt","Baden-Württemberg",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1695,0.1544,0.1857,498,"PAadi","Gesamt","Gesamt","Gesamt","Bayern",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1634,0.1367,0.1942,137,"PAadi","Gesamt","Gesamt","Gesamt","Saarland",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.157,0.131,0.1869,133,"PAadi","Gesamt","Gesamt","Gesamt","Berlin",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.224,0.1959,0.2549,217,"PAadi","Gesamt","Gesamt","Gesamt","Brandenburg",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.2214,0.1919,0.254,209,"PAadi","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1764,0.1515,0.2043,204,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.2153,0.1845,0.2497,182,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",0.1993,0.1717,0.2302,207,"PAadi","Gesamt","Gesamt","Gesamt","Thüringen",23791,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1963,0.1538,0.2472,114,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1665,0.1195,0.2272,78,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.2059,0.1796,0.2349,322,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1506,0.0811,0.2628,27,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.198,0.1802,0.2171,744,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1812,0.1557,0.2099,249,"PAadi","Gesamt","Gesamt","Gesamt","Hessen",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1769,0.1455,0.2132,184,"PAadi","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1654,0.1453,0.1877,362,"PAadi","Gesamt","Gesamt","Gesamt","Baden-Württemberg",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1807,0.1604,0.2028,467,"PAadi","Gesamt","Gesamt","Gesamt","Bayern",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.2171,0.1888,0.2483,372,"PAadi","Gesamt","Gesamt","Gesamt","Saarland",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1567,0.1339,0.1826,303,"PAadi","Gesamt","Gesamt","Gesamt","Berlin",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.2331,0.1919,0.2801,159,"PAadi","Gesamt","Gesamt","Gesamt","Brandenburg",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.2237,0.1689,0.2901,88,"PAadi","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.204,0.1675,0.2461,166,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.2259,0.1813,0.2777,120,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.2292,0.1804,0.2866,113,"PAadi","Gesamt","Gesamt","Gesamt","Thüringen",22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2019,"GEDA2019","Adipositas (BMI >= 30)",0.1981,0.0891,0.3842,7,"PAadi","Gesamt","Gesamt","Gesamt",NA,22414,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.129,0.0694,0.2272,16,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.0864,0.0386,0.1825,11,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.1331,0.0865,0.1993,36,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.1906,0.0634,0.45,4,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.1706,0.1281,0.2236,92,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.1461,0.0933,0.2216,31,"PAadi","Gesamt","Gesamt","Gesamt","Hessen",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.1756,0.0946,0.3026,26,"PAadi","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.1668,0.1174,0.2316,59,"PAadi","Gesamt","Gesamt","Gesamt","Baden-Württemberg",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.1332,0.0988,0.1772,71,"PAadi","Gesamt","Gesamt","Gesamt","Bayern",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.0773,0.0307,0.181,7,"PAadi","Gesamt","Gesamt","Gesamt","Saarland",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.1309,0.0793,0.2085,26,"PAadi","Gesamt","Gesamt","Gesamt","Berlin",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.1658,0.0987,0.2652,21,"PAadi","Gesamt","Gesamt","Gesamt","Brandenburg",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.1345,0.0513,0.3086,9,"PAadi","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.2126,0.1176,0.3534,29,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.2771,0.1752,0.4089,28,"PAadi","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2021,"GEDA2021","Adipositas (BMI >= 30)",0.1781,0.0972,0.3038,18,"PAadi","Gesamt","Gesamt","Gesamt","Thüringen",2941,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",0.2153,0.186,0.2478,292,"PAadi","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",43981,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",0.1625,0.1297,0.2018,158,"PAadi","Gesamt","Gesamt","Gesamt","Hamburg",43981,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",0.1991,0.1805,0.219,730,"PAadi","Gesamt","Gesamt","Gesamt","Niedersachsen",43981,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",0.1931,0.127,0.2825,60,"PAadi","Gesamt","Gesamt","Gesamt","Bremen",43981,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",0.2024,0.1891,0.2163,1600,"PAadi","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",43981,"Kat",0,NA,"Übergewicht und Adipositas","Adipositas (BMI >= 30)"
