"Jahr","Studie","Label","Wert","UKI","OKI","Fallzahl","var","Geschlecht","Bildung","Altersgruppe","Region","Fallzahl_gesamt","typ","stand","var_label","Indikator","Kennzahl","Standardisierung","Achsenbeschriftung","cut","Farbcode","Legende","invalid1","invalid2","invalidFall"
2012,"GEDA12","Adipositas (BMI >= 30)",19.86,18.07,21.79,724,"PAadi","Männlich","Gesamt","45-64 Jahre","Deutschland",3574,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",19.79,17.2,22.66,358,"PAadi","Männlich","Gesamt","65-79 Jahre","Deutschland",1935,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",14.53,9.35,21.89,37,"PAadi","Männlich","Gesamt",">=80 Jahre","Deutschland",289,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,TRUE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",5.42,3.88,7.52,58,"PAadi","Weiblich","Gesamt","18-29 Jahre","Deutschland",1184,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",12.08,10.24,14.21,220,"PAadi","Weiblich","Gesamt","30-44 Jahre","Deutschland",2106,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",18.89,16.98,20.97,589,"PAadi","Weiblich","Gesamt","45-64 Jahre","Deutschland",3528,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",22.75,20.26,25.45,478,"PAadi","Weiblich","Gesamt","65-79 Jahre","Deutschland",2309,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",20.94,16.15,26.69,102,"PAadi","Weiblich","Gesamt",">=80 Jahre","Deutschland",555,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",8.88,7.24,10.84,123,"PAadi","Männlich","Gesamt","18-29 Jahre","Deutschland",1574,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",17.34,15.44,19.42,361,"PAadi","Männlich","Gesamt","30-44 Jahre","Deutschland",2252,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",21.89,20.4,23.46,849,"PAadi","Männlich","Gesamt","45-64 Jahre","Deutschland",4056,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",22.31,20.33,24.42,498,"PAadi","Männlich","Gesamt","65-79 Jahre","Deutschland",2360,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",14.42,10.95,18.77,75,"PAadi","Männlich","Gesamt",">=80 Jahre","Deutschland",543,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",9.68,8.21,11.38,196,"PAadi","Weiblich","Gesamt","18-29 Jahre","Deutschland",2282,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",17.28,15.57,19.14,461,"PAadi","Weiblich","Gesamt","30-44 Jahre","Deutschland",3031,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",19.64,18.33,21.03,899,"PAadi","Weiblich","Gesamt","45-64 Jahre","Deutschland",4854,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",21.91,19.95,24.01,497,"PAadi","Weiblich","Gesamt","65-79 Jahre","Deutschland",2298,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",19.03,15.19,23.58,90,"PAadi","Weiblich","Gesamt",">=80 Jahre","Deutschland",541,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",9.33,7.15,12.1,93,"PAadi","Männlich","Gesamt","18-29 Jahre","Deutschland",1179,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",18.61,16.16,21.34,303,"PAadi","Männlich","Gesamt","30-44 Jahre","Deutschland",1853,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",23.76,21.73,25.93,867,"PAadi","Männlich","Gesamt","45-64 Jahre","Deutschland",4115,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",21.48,19.13,24.04,550,"PAadi","Männlich","Gesamt","65-79 Jahre","Deutschland",2725,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",14.77,10.78,19.9,92,"PAadi","Männlich","Gesamt",">=80 Jahre","Deutschland",769,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",9.91,7.46,13.06,77,"PAadi","Weiblich","Gesamt","18-29 Jahre","Deutschland",894,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",14.54,12.43,16.93,245,"PAadi","Weiblich","Gesamt","30-44 Jahre","Deutschland",1869,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",22.87,21.05,24.8,885,"PAadi","Weiblich","Gesamt","45-64 Jahre","Deutschland",4749,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",24.34,22,26.85,618,"PAadi","Weiblich","Gesamt","65-79 Jahre","Deutschland",3260,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",18.15,14.63,22.3,145,"PAadi","Weiblich","Gesamt",">=80 Jahre","Deutschland",1001,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",11.57,9.74,13.7,196,"PAadi","Männlich","Gesamt","18-29 Jahre","Deutschland",1960,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",19.68,17.69,21.84,557,"PAadi","Männlich","Gesamt","30-44 Jahre","Deutschland",3309,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",24.71,23.22,26.27,1658,"PAadi","Männlich","Gesamt","45-64 Jahre","Deutschland",7404,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",20.23,18.65,21.92,1019,"PAadi","Männlich","Gesamt","65-79 Jahre","Deutschland",5335,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",14.09,11.87,16.64,271,"PAadi","Männlich","Gesamt",">=80 Jahre","Deutschland",2298,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",10.69,8.73,13.03,134,"PAadi","Weiblich","Gesamt","18-29 Jahre","Deutschland",1478,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",17.85,15.9,19.97,450,"PAadi","Weiblich","Gesamt","30-44 Jahre","Deutschland",3309,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",21.77,20.44,23.15,1634,"PAadi","Weiblich","Gesamt","45-64 Jahre","Deutschland",9061,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",21.9,20.43,23.46,1262,"PAadi","Weiblich","Gesamt","65-79 Jahre","Deutschland",6774,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",16.57,14.66,18.67,386,"PAadi","Weiblich","Gesamt",">=80 Jahre","Deutschland",3053,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",21.72,19.71,23.87,482,"PAadi","Männlich","Einfache Bildung","Alle Altersgruppen","Deutschland",2286,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",14.34,12.97,15.83,535,"PAadi","Männlich","Mittlere Bildung","Alle Altersgruppen","Deutschland",4077,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",9.8,8.65,11.09,277,"PAadi","Männlich","Höhere Bildung","Alle Altersgruppen","Deutschland",2688,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",23.31,21.33,25.41,586,"PAadi","Weiblich","Einfache Bildung","Alle Altersgruppen","Deutschland",2869,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",11.91,10.92,12.98,726,"PAadi","Weiblich","Mittlere Bildung","Alle Altersgruppen","Deutschland",6367,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",6.82,5.86,7.93,184,"PAadi","Weiblich","Höhere Bildung","Alle Altersgruppen","Deutschland",2522,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",20.52,18.58,22.61,468,"PAadi","Männlich","Einfache Bildung","Alle Altersgruppen","Deutschland",2340,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",14.42,13.11,15.84,557,"PAadi","Männlich","Mittlere Bildung","Alle Altersgruppen","Deutschland",4063,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",10.97,9.8,12.26,342,"PAadi","Männlich","Höhere Bildung","Alle Altersgruppen","Deutschland",3071,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",23.18,21.24,25.25,626,"PAadi","Weiblich","Einfache Bildung","Alle Altersgruppen","Deutschland",2888,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",11.74,10.8,12.76,713,"PAadi","Weiblich","Mittlere Bildung","Alle Altersgruppen","Deutschland",6387,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",7.51,6.53,8.63,222,"PAadi","Weiblich","Höhere Bildung","Alle Altersgruppen","Deutschland",2817,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",22.24,19.83,24.86,423,"PAadi","Männlich","Einfache Bildung","Alle Altersgruppen","Deutschland",1953,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",14.59,13.25,16.05,639,"PAadi","Männlich","Mittlere Bildung","Alle Altersgruppen","Deutschland",4103,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",12.22,10.99,13.58,441,"PAadi","Männlich","Höhere Bildung","Alle Altersgruppen","Deutschland",3153,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",24.34,21.99,26.85,558,"PAadi","Weiblich","Einfache Bildung","Alle Altersgruppen","Deutschland",2306,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",13,11.79,14.31,665,"PAadi","Weiblich","Mittlere Bildung","Alle Altersgruppen","Deutschland",5011,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",8.11,6.87,9.54,224,"PAadi","Weiblich","Höhere Bildung","Alle Altersgruppen","Deutschland",2353,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",24.37,22.49,26.35,644,"PAadi","Männlich","Einfache Bildung","Alle Altersgruppen","Deutschland",2719,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",16.9,15.71,18.15,909,"PAadi","Männlich","Mittlere Bildung","Alle Altersgruppen","Deutschland",5160,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",11.81,10.57,13.18,348,"PAadi","Männlich","Höhere Bildung","Alle Altersgruppen","Deutschland",2881,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",24.09,22.31,25.97,667,"PAadi","Weiblich","Einfache Bildung","Alle Altersgruppen","Deutschland",2797,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",16.7,15.7,17.76,1232,"PAadi","Weiblich","Mittlere Bildung","Alle Altersgruppen","Deutschland",7531,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",8.94,7.76,10.28,242,"PAadi","Weiblich","Höhere Bildung","Alle Altersgruppen","Deutschland",2652,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",25.32,22.7,28.14,502,"PAadi","Männlich","Einfache Bildung","Alle Altersgruppen","Deutschland",1975,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",18.12,16.56,19.79,803,"PAadi","Männlich","Mittlere Bildung","Alle Altersgruppen","Deutschland",4218,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",12.01,10.91,13.2,597,"PAadi","Männlich","Höhere Bildung","Alle Altersgruppen","Deutschland",4419,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",28.36,25.79,31.08,578,"PAadi","Weiblich","Einfache Bildung","Alle Altersgruppen","Deutschland",2224,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",16.91,15.58,18.33,966,"PAadi","Weiblich","Mittlere Bildung","Alle Altersgruppen","Deutschland",5631,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",9.37,8.33,10.52,420,"PAadi","Weiblich","Höhere Bildung","Alle Altersgruppen","Deutschland",3894,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",25.26,23.25,27.38,842,"PAadi","Männlich","Einfache Bildung","Alle Altersgruppen","Deutschland",3385,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",19.71,18.5,20.97,1633,"PAadi","Männlich","Mittlere Bildung","Alle Altersgruppen","Deutschland",7836,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",12.9,12.04,13.81,1211,"PAadi","Männlich","Höhere Bildung","Alle Altersgruppen","Deutschland",9020,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",26.98,25.01,29.05,973,"PAadi","Weiblich","Einfache Bildung","Alle Altersgruppen","Deutschland",4077,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",17.81,16.8,18.86,1972,"PAadi","Weiblich","Mittlere Bildung","Alle Altersgruppen","Deutschland",11211,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",9.64,8.84,10.51,908,"PAadi","Weiblich","Höhere Bildung","Alle Altersgruppen","Deutschland",8312,"Kat",0,NA,"Adipositas","Adipositas (BMI >= 30)","beobachtet","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",15.83,15.13,16.56,2791,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Deutschland",20838,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",15.71,15.04,16.41,2931,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Deutschland",21591,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",16.27,15.5,17.08,2951,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Deutschland",18902,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",18.02,17.41,18.64,4049,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Deutschland",23791,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2019,"GEDA2019","Adipositas (BMI >= 30)",18.75,17.95,19.59,3875,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Deutschland",22414,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Adipositas (BMI >= 30)",19.15,18.54,19.78,7567,"PAadi","Gesamt","Gesamt","Alle Altersgruppen","Deutschland",43981,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",16.32,15.28,17.42,1294,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Deutschland",9061,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2009,"GEDA09","Adipositas (BMI >= 30)",15.33,14.42,16.29,1497,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Deutschland",11777,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",15.99,15,17.03,1369,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Deutschland",9487,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2010,"GEDA10","Adipositas (BMI >= 30)",15.43,14.54,16.37,1562,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Deutschland",12104,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",16.71,15.6,17.88,1504,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Deutschland",9220,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2012,"GEDA12","Adipositas (BMI >= 30)",15.83,14.77,16.95,1447,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Deutschland",9682,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",18.29,17.4,19.22,1906,"PAadi","Männlich","Gesamt","Alle Altersgruppen","Deutschland",10785,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Adipositas (BMI >= 30)",17.75,16.94,18.59,2143,"PAadi","Weiblich","Gesamt","Alle Altersgruppen","Deutschland",13006,"Kat",1,NA,"Adipositas","Adipositas (BMI >= 30)","altersstandardisiert","Anteil der Erwachsenen in %",NA,NA,NA,FALSE,FALSE,FALSE
